2,262
2,239
2,254
2,172
2,154
3,274
3,206
3,310
3,307
3,317
3,304
3,314
3,287
3,295
3,361
3,266
3,282
3,203
3,324
3,384
3,317
3,398
3,376
3,274
3,315
3,308
3,365
4,429
4,333
4,351
4,316
4,353
4,337
4,366
4,419
4,436
4,439
4,436
4,444
4,431
4,431
4,402
4,403
4,344
4,422
4,365
4,365
4,444
5,452
5,315
5,427
5,553
5,374
5,375
6,550
6,508
6,426
6,445
6,561
6,514
6,569
6,511
6,456
6,541
6,474
7,574
7,459
7,502
7,492
7,449
7,428
7,407
7,581
7,469
7,509
7,691
7,526
7,468
7,490
7,521
7,510
7,519
7,601
7,654
7,440
7,554
7,491
7,548
7,423
7,511
7,437
7,498
7,462
7,511
7,571
7,409
7,484
7,473
7,493
7,489
7,549
7,484
7,477
7,446
8,514
8,602
8,453
8,626
9,477
9,620
9,509
9,495
9,446
9,606
9,647
10,456
10,512
10,559
10,372
10,631
10,547
10,656
11,475
11,524
11,721
11,513
11,468
12,578
12,617
12,490
12,535
13,534
13,665
13,448
13,570
13,676
13,664
14,554
14,703
14,637
15,579
15,621
15,593
15,593
17,473
18,675
18,557
19,694
