1,2.99 
1,3.01 
1,3.08 
1,3.12 
1,3.18 
1,3.20 
1,3.23 
1,3.32 
1,3.40 
1,3.62 
1,3.75 
2,3.06 
2,3.18 
2,3.22 
2,3.25 
2,3.27 
2,3.34 
2,3.55 
2,3.55 
2,3.61 
2,3.75 
2,3.91 
3,3.33 
3,3.38 
3,3.44 
3,3.46 
3,3.53 
3,3.54 
3,3.55 
3,3.64 
3,3.74 
3,3.84 
3,3.89 
4,3.20 
4,3.49 
4,3.52 
4,3.52 
4,3.56 
4,3.62 
4,3.70 
4,3.72 
4,3.88 
4,4.04 
4,4.14 
5,3.50 
5,3.60 
5,3.64 
5,3.86 
5,3.87 
5,3.88 
5,4.07 
5,4.08 
5,4.17 
5,4.27 
5,4.29 
6,3.55 
6,3.73 
6,3.79 
6,3.87 
6,3.93 
6,4.12 
6,4.13 
6,4.13 
6,4.19 
6,4.43 
6,4.55 
7,3.86 
7,3.92 
7,3.95 
7,4.06 
7,4.14 
7,4.17 
7,4.22 
7,4.35 
7,4.63 
7,4.64 
7,4.83 
8,3.82 
8,4.13 
8,4.19 
8,4.21 
8,4.32 
8,4.33 
8,4.47 
8,4.57 
8,4.61 
8,4.66 
8,4.85 
9,4.00 
9,4.16 
9,4.29 
9,4.33 
9,4.42 
9,4.53 
9,4.53 
9,4.54 
9,4.83 
9,4.91 
9,4.98 
10,4.41 
10,4.47 
10,4.47 
10,4.49 
10,4.65 
10,4.67 
10,4.76 
10,4.77 
10,5.11 
10,5.15 
10,5.26 
11,4.32 
11,4.44 
11,4.53 
11,4.61 
11,4.64 
11,4.68 
11,4.75 
11,4.96 
11,5.01 
11,5.16 
11,5.24 
12,4.35 
12,4.56 
12,4.74 
12,4.91 
12,4.93 
12,4.95 
12,4.96 
12,5.07 
12,5.43 
12,5.61 
12,5.74 
13,4.58 
13,4.77 
13,4.78 
13,4.81 
13,4.98 
13,5.01 
13,5.09 
13,5.29 
13,5.37 
13,5.57 
13,5.94 
14,4.87 
14,4.95 
14,4.99 
14,5.03 
14,5.17 
14,5.36 
14,5.37 
14,5.49 
14,5.70 
14,5.74 
14,5.96 
15,5.05 
15,5.16 
15,5.20 
15,5.24 
15,5.33 
15,5.34 
15,5.37 
15,5.72 
15,5.91 
15,5.95 
15,6.19 
16,5.18 
16,5.22 
16,5.25 
16,5.34 
16,5.43 
16,5.46 
16,5.58 
16,5.88 
16,5.98 
16,6.09 
16,6.40 
17,5.18 
17,5.40 
17,5.45 
17,5.51 
17,5.57 
17,5.70 
17,5.79 
17,5.96 
17,6.09 
17,6.42 
17,6.42 
18,5.41 
18,5.53 
18,5.61 
18,5.63 
18,5.84 
18,5.84 
18,5.86 
18,6.17 
18,6.42 
18,6.47 
18,6.50 
19,5.45 
19,5.58 
19,5.79 
19,5.95 
19,5.97 
19,6.06 
19,6.09 
19,6.45 
19,6.54 
19,6.57 
19,6.84 
20,5.58 
20,5.86 
20,5.87 
20,6.05 
20,6.07 
20,6.16 
20,6.18 
20,6.23 
20,6.67 
20,6.88 
20,7.06 
21,5.66 
21,5.98 
21,6.11 
21,6.20 
21,6.28 
21,6.29 
21,6.51 
21,6.66 
21,6.74 
21,6.94 
21,7.04 
22,6.01 
22,6.12 
22,6.13 
22,6.23 
22,6.36 
22,6.37 
22,6.43 
22,6.55 
22,7.06 
22,7.08 
22,7.35 
23,6.07 
23,6.24 
23,6.30 
23,6.43 
23,6.45 
23,6.55 
23,6.57 
23,6.93 
23,7.11 
23,7.25 
23,7.36 
24,6.06 
24,6.22 
24,6.34 
24,6.46 
24,6.65 
24,6.82 
24,6.84 
24,7.02 
24,7.13 
24,7.37 
24,7.42 
25,6.37 
25,6.44 
25,6.54 
25,6.58 
25,6.59 
25,6.86 
25,6.94 
25,6.99 
25,7.27 
25,7.41 
25,7.62 
26,6.52 
26,6.63 
26,6.65 
26,6.85 
26,6.92 
26,6.98 
26,7.13 
26,7.19 
26,7.62 
26,7.74 
26,7.85 
27,6.32 
27,6.72 
27,6.76 
27,6.94 
27,6.96 
27,7.05 
27,7.13 
27,7.43 
27,7.50 
27,7.66 
27,8.11 
28,6.71 
28,6.86 
28,6.89 
28,6.99 
28,7.05 
28,7.19 
28,7.28 
28,7.65 
28,7.71 
28,7.99 
28,8.29 
29,6.55 
29,6.97 
29,7.04 
29,7.11 
29,7.29 
29,7.29 
29,7.42 
29,7.83 
29,7.85 
29,8.05 
29,8.27 
30,6.65 
30,7.01 
30,7.10 
30,7.23 
30,7.26 
30,7.43 
30,7.51 
30,7.84 
30,7.91 
30,8.27 
30,8.41 
31,6.80 
31,7.12 
31,7.26 
31,7.41 
31,7.48 
31,7.48 
31,7.83 
31,7.89 
31,8.24 
31,8.24 
31,8.56 
32,6.82 
32,7.24 
32,7.29 
32,7.40 
32,7.57 
32,7.57 
32,7.58 
32,8.05 
32,8.14 
32,8.36 
32,8.68 
33,7.13 
33,7.37 
33,7.46 
33,7.56 
33,7.71 
33,7.76 
33,7.84 
33,8.05 
33,8.49 
33,8.74 
33,8.85 
34,7.23 
34,7.49 
34,7.56 
34,7.68 
34,7.79 
34,7.85 
34,7.91 
34,8.36 
34,8.58 
34,8.70 
34,8.92 
35,7.18 
35,7.55 
35,7.69 
35,7.70 
35,7.84 
35,7.96 
35,8.08 
35,8.21 
35,8.49 
35,8.77 
35,9.11 
36,7.52 
36,7.61 
36,7.71 
36,7.74 
36,7.91 
36,8.16 
36,8.25 
36,8.29 
36,8.52 
36,8.87 
36,9.09 
37,7.46 
37,7.80 
37,7.90 
37,7.91 
37,8.06 
37,8.32 
37,8.37 
37,8.71 
37,8.72 
37,9.13 
37,9.37 
50,7.73 
50,7.74 
50,8.02 
50,8.15 
50,8.22 
50,8.28 
50,8.30 
50,8.80 
50,9.05 
50,9.10 
50,9.13 
51,7.67 
51,8.03 
51,8.06 
51,8.11 
51,8.18 
51,8.27 
51,8.57 
51,8.60 
51,8.90 
51,9.31 
51,9.34 
52,7.59 
52,7.98 
52,8.00 
52,8.31 
52,8.38 
52,8.55 
52,8.59 
52,8.86 
52,9.23 
52,9.27 
52,9.57 
53,7.68 
53,8.13 
53,8.16 
53,8.16 
53,8.25 
53,8.60 
53,8.64 
53,8.73 
53,9.11 
53,9.40 
53,9.54 
54,7.72 
54,8.11 
54,8.30 
54,8.51 
54,8.56 
54,8.63 
54,8.66 
54,8.82 
54,9.43 
54,9.55 
54,9.88 
55,7.98 
55,8.25 
55,8.33 
55,8.43 
55,8.47 
55,8.59 
55,8.65 
55,8.96 
55,9.30 
55,9.62 
55,9.82 
56,8.04 
56,8.45 
56,8.45 
56,8.66 
56,8.69 
56,8.71 
56,8.93 
56,9.30 
56,9.33 
56,9.69 
56,10.00 
57,8.04 
57,8.42 
57,8.42 
57,8.50 
57,8.52 
